CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación
4;7;5;24;8;2;300000.0;1;9212;157347525;1;11;F;76;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
26;7;12;56;8;2;1450000.0;1;9212;127347532;1;11;F;64;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
6;7;12;54;8;2;2300000.0;1;9212;117347538;1;11;M;27;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
96;4;12;24;8;2;350000.0;1;9212;127347617;1;11;F;55;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
48;4;12;24;8;2;400000.0;1;9212;137347636;1;13;M;29;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
172;7;12;44;8;2;1500000.0;1;9212;137347660;1;13;M;5;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
36;7;12;48;8;1;1160000.0;1;9212;147347673;1;13;F;25;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
4;7;12;40;8;2;750000.0;1;9212;147347680;1;13;F;79;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
1;4;11;24;8;2;480000.0;1;9212;127347681;1;13;F;54;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
18;7;12;50;8;2;650000.0;1;9212;137347684;1;13;M;13;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
2;7;7;50;8;2;1160000.0;1;9212;117347686;1;13;F;80;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
1;7;12;48;8;2;1160000.0;1;9212;127347686;1;13;F;44;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
12;7;12;48;8;2;1150000.0;1;9212;137348010;1;17;F;17;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
8;7;12;70;8;2;1750000.0;1;9212;127348173;1;18;F;36;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
48;1;12;48;8;2;1200000.0;1;9212;127348269;1;19;F;25;1;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
6;1;12;48;8;1;1800000.0;71;9212;187348366;1;20;M;80;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
108;7;12;48;8;2;620000.0;1;9212;137348485;1;23;M;14;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
12;7;12;48;8;2;720000.0;1;9212;117348530;1;25;M;59;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
12;7;12;40;8;2;480000.0;1;9212;127348530;1;25;F;47;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
36;4;12;48;8;2;480000.0;1;9212;147348550;1;25;M;15;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
60;4;12;40;8;2;300000.0;1;9212;167348576;1;27;M;12;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
48;7;12;44;8;1;1050000.0;1;9212;147348654;1;27;F;32;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
3;7;7;56;8;2;800000.0;1;9212;157348654;1;27;M;5;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
2;7;12;40;8;2;400000.0;1;9212;157348657;1;27;M;19;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
120;7;12;56;8;1;1460000.0;1;9212;117348676;1;41;M;28;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
1;7;12;40;8;2;1950000.0;1;9212;137348693;1;41;F;7;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
12;7;12;48;8;2;1200000.0;1;9212;117348792;1;41;F;64;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
180;7;12;50;8;2;1200000.0;1;9212;127348806;1;44;F;28;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
36;7;12;45;8;2;1500000.0;1;9212;127348810;1;44;M;35;1;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
12;7;12;60;8;2;1200000.0;1;9212;137348812;1;44;M;8;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
26;7;12;60;8;2;600000.0;1;9212;127348907;1;44;F;3;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
1;7;12;50;8;2;900000.0;1;9212;157348967;1;47;M;2;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
6;1;12;55;8;2;1200000.0;1;9212;117348971;1;47;F;53;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
1;1;12;50;8;1;1560000.0;1;9212;137349005;1;47;M;23;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
1;1;1;24;8;2;1500000.0;93;9212;137349017;1;47;M;17;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
2;7;12;24;8;2;950000.0;1;9212;127349043;1;47;F;44;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
48;7;12;40;8;2;950000.0;1;9212;117349044;1;47;F;29;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
1;1;12;40;8;2;900000.0;1;9212;137349056;1;47;F;7;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
144;7;12;50;8;1;1160000.0;1;9212;147349093;1;50;F;8;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
2;1;8;48;8;2;200000.0;1;9212;127350495;2;13;F;57;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
1;7;12;54;8;2;180000.0;1;9212;127350547;1;44;M;19;1;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.
6;4;8;20;1;2;160000.0;56;5120;137338345;2;18;F;12;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.
12;1;12;30;7;2;450000.0;56;5120;127338353;2;18;M;29;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.
620;4;12;10;6;2;100000.0;56;5120;117338364;1;5;F;45;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.
2;1;2;60;7;2;1500000.0;56;5120;117338365;1;5;F;70;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.
240;1;12;48;7;1;1160000.0;88;5120;137338377;1;5;M;5;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.
